ticker,company_name,cik,sector,quarter_end_date,fiscal_year,fiscal_quarter,revenue,net_income,total_assets,total_liabilities,stockholders_equity,shares_outstanding,close_price_asof,cpi_level,cpi_yoy,unemployment_rate,book_value_per_share,earnings_per_share,market_cap,roe,roa,debt_to_assets,profit_margin,price_to_book,price_to_earnings,pb_quarter_median,valuation_label
SLB,Schlumberger NV,87347,Energy,2023-12-31,2023,Q4,33135000000.0,4203000000.0,47957000000.0,26598000000.0,20189000000.0,1427394843.0,52.04,306.746,3.3521228314302265,3.8,14.143949096500974,2.944525140056149,74281627629.72,0.20818267373322105,0.08764101173968347,0.5546218487394958,0.12684472612041647,3.6793118841804944,17.673477903811563,5.218205259494747,0
SLB,Schlumberger NV,87347,Energy,2024-03-31,2024,Q1,8707000000.0,1068000000.0,47856000000.0,25933000000.0,20736000000.0,1429337724.0,54.81,312.332,3.4773850700380304,3.9,14.507418122268772,0.74719919726963,78342000652.44,0.05150462962962963,0.022316950852557672,0.5418965229020395,0.12265992879292523,3.77806716109375,73.35393319516854,5.61176960641737,0
SLB,Schlumberger NV,87347,Energy,2024-06-30,2024,Q2,9139000000.0,1112000000.0,49373000000.0,27093000000.0,21071000000.0,1419841229.0,47.18,314.175,2.971397107263307,4.1,14.840391706923732,0.7831861600350809,66988109184.22,0.05277395472450287,0.022522431288355984,0.5487412148340186,0.121676332202648,3.1791613679569077,60.24110538149281,6.6995721510376045,0
SLB,Schlumberger NV,87347,Energy,2024-09-30,2024,Q3,9159000000.0,1186000000.0,49775000000.0,27047000000.0,21511000000.0,1412154298.0,41.95,315.301,2.440633031069983,4.1,15.232754685848075,0.8398515669850689,59239872801.100006,0.05513458230672679,0.02382722250125565,0.5433852335509795,0.1294901190086254,2.7539339315280555,49.94930253043845,7.130343943379295,0
SLB,Schlumberger NV,87347,Energy,2024-12-31,2024,Q4,36289000000.0,4461000000.0,48935000000.0,26585000000.0,21130000000.0,1400850420.0,38.34,315.605,2.888057219980067,4.1,15.083694660276434,3.1844941731894543,53708605102.8,0.21112162801703738,0.09116174517216716,0.5432716869316441,0.12292981344208989,2.5418175628395647,12.0395886802959,7.320146172734304,0
UNP,Union Pacific Corp,100885,Industrials,2019-03-31,2019,Q1,5384000000.0,1391000000.0,61319000000.0,43577000000.0,17742000000.0,722877817.0,154.422,254.202,,3.8,24.54356681414115,1.9242532656109987,111628238256.774,0.07840153308533424,0.022684649129959718,0.7106606435199531,0.2583580980683507,6.291750549925262,80.25035101134004,4.278058638499007,1
UNP,Union Pacific Corp,100885,Industrials,2019-06-30,2019,Q2,5596000000.0,1570000000.0,61708000000.0,43537000000.0,18171000000.0,707838173.0,156.995,256.143,,3.6,25.67112186530805,2.2180210956212445,111127053970.13501,0.08640140883825877,0.025442406170998896,0.7055325079406236,0.2805575411007863,6.115626766283364,70.78156303830255,4.43836233991946,1
UNP,Union Pacific Corp,100885,Industrials,2019-09-30,2019,Q3,5516000000.0,1555000000.0,61978000000.0,43962000000.0,18016000000.0,704529750.0,151.327,256.759,,3.5,25.571666774894886,2.207145972189251,106614373478.25,0.08631216696269982,0.025089547904095,0.709316208977379,0.28190717911530094,5.917760517220803,68.56229805675241,4.291921516063829,1
UNP,Union Pacific Corp,100885,Industrials,2019-12-31,2019,Q4,5212000000.0,5919000000.0,61673000000.0,43545000000.0,18128000000.0,694199885.0,169.808,256.974,,3.6,26.113516282129606,8.526362691633116,117880694072.08,0.3265114739629303,0.09597392700209167,0.7060626205957226,1.1356485034535686,6.502686124894086,19.915643533042743,4.711272260190797,1
UNP,Union Pacific Corp,100885,Industrials,2020-03-31,2020,Q1,5229000000.0,1474000000.0,62216000000.0,46225000000.0,15991000000.0,690261490.0,133.258,258.115,1.5393269919198094,4.4,23.166582855433525,2.1354226207810028,91982865634.42001,0.09217684947783128,0.02369165487977369,0.742976083322618,0.2818894626123542,5.7521646947920715,62.40357234356853,4.132023433637685,1
